ID_Zindi,Date,ID,LAT,LON,Precipitation,LST,AAI,CloudFraction,NO2_strat,NO2_total,NO2_trop,TropopausePressure,GT_NO2
ID_IST23L,24-06-20,X6871,45.14526013,10.80332595,0.0,303.38,-1.651362477,0.009790894,5.84e-05,9.54e-05,3.7e-05,16723.50309,11.35
ID_SPQP2I,24-06-20,X9802,45.16056833,10.79556411,0.0,313.88,-1.797876362,0.0,5.83e-05,9.26e-05,3.43e-05,16725.22209,13.2
ID_BFFL43,24-06-20,X9928,45.14254063,10.04383616,0.0,312.28,-1.658583641,0.0,5.91e-05,0.00011,5.11e-05,16726.4583,10.425
ID_XL74SW,25-06-20,PD04,45.37100479,11.84082978,0.0,,-0.90747216,0.714148984,5.23e-05,8.99e-05,,16728.21108,15.0
ID_E94W5P,25-06-20,RO02,45.10407489,11.55324086,0.0,,-2.119008303,0.165308863,5.33e-05,7.96e-05,2.63e-05,16723.53678,7.0
ID_5QP9KA,25-06-20,TV01,45.88973369,12.30712448,0.0,306.46,-2.536603689,0.198618248,5.4e-05,7.69e-05,,16709.09749,8.0
ID_MA6EGW,25-06-20,TV02,45.67172072,12.23780698,0.0,,-2.416840812,0.29047568,5.39e-05,7.38e-05,,16718.5342,14.0
ID_VK6OFR,25-06-20,VE01,45.6290925,12.59068235,0.0,,-1.212527514,0.556211054,5.54e-05,6.73e-05,,16714.13699,15.0
ID_J01Q5J,25-06-20,VR02,45.18262647,11.31051146,0.0,298.54,-1.380727649,0.316369027,5.24e-05,7.65e-05,,16727.65135,12.0
ID_NV7NC2,25-06-20,X10038,45.61924378,8.756970445,0.0,307.86,-2.441538334,0.075784087,5.06e-05,0.000113,6.28e-05,16691.44244,10.6
ID_CW0IIU,25-06-20,X10167,45.01687782,11.07609463,0.0,308.96,-2.102439341,0.060955223,5.41e-05,9.13e-05,3.73e-05,16719.19101,10.325
ID_SH15Q7,25-06-20,X12017,45.15046887,9.930596472,0.0,301.74,-2.088278301,0.021767964,5.41e-05,9.96e-05,4.55e-05,16727.23372,8.4
ID_14VT33,25-06-20,X20034,45.10276628,8.904174528,0.0,310.12,-2.524653435,0.019226635,5.29e-05,0.00011,5.71e-05,16714.25025,10.86666667
ID_EUAA2F,25-06-20,X5520,45.52655087,8.736496578,2.926023245,311.24,-2.525242924,0.058216038,5.03e-05,0.000103,5.29e-05,16697.82964,10.5
ID_95LZSU,25-06-20,X5548,45.2819562,8.988562727,0.0,304.0,-2.702380551,0.006893945,5.22e-05,0.0001,4.79e-05,16714.87694,13.55
ID_3EM0J9,25-06-20,X5554,45.54851736,8.847321929,3.870692253,312.38,-2.439242406,0.073109523,5.08e-05,0.000106,5.52e-05,16699.80882,10.325
ID_04QIWC,25-06-20,X5950,45.27848755,10.00620239,0.0,306.6,-2.311916554,0.0,5.35e-05,9.72e-05,4.37e-05,16728.22681,7.725
ID_QMNO2Y,25-06-20,X6685,45.1946761,9.164638301,0.0,317.9,-2.545277728,0.018151215,5.33e-05,0.000104,5.09e-05,16721.66547,14.75
ID_XFRXPT,25-06-20,X6871,45.14526013,10.80332595,0.0,302.32,-2.138495207,0.068831973,5.34e-05,9.18e-05,3.84e-05,16724.01169,11.65
ID_60W6JJ,25-06-20,X9802,45.16056833,10.79556411,0.0,318.48,-2.138495207,0.068831973,5.34e-05,9.18e-05,3.84e-05,16724.01169,14.45
ID_PHUAHW,25-06-20,X9928,45.14254063,10.04383616,0.0,311.12,-2.141003609,0.0,5.41e-05,9.59e-05,4.18e-05,16725.97887,9.95
ID_91Q61O,26-06-20,PD04,45.37100479,11.84082978,0.0,316.02,-1.93185389,0.0,5.17e-05,0.00011,5.81e-05,16725.42648,14.0
ID_TZEP2U,26-06-20,RO02,45.10407489,11.55324086,0.0,309.72,-2.057175398,0.0,5.21e-05,9.41e-05,4.2e-05,16721.49609,9.0
ID_20HL14,26-06-20,TV01,45.88973369,12.30712448,0.0,309.9,-2.245524406,0.100311905,5.28e-05,7.67e-05,2.4e-05,16706.23767,10.0
ID_NRVL2T,26-06-20,TV02,45.67172072,12.23780698,0.0,311.82,-2.156903894,0.044524302,5.25e-05,9.3e-05,4.05e-05,16714.91069,16.0
ID_IUQ9K2,26-06-20,VE01,45.6290925,12.59068235,0.0,313.78,-1.86183991,0.0,5.39e-05,9.69e-05,4.3e-05,16711.11312,14.0
ID_VOSYFY,26-06-20,VR02,45.18262647,11.31051146,4.354244709,309.6,-2.085131407,0.007822718,5.15e-05,9.49e-05,4.34e-05,16725.26119,10.0
ID_GCEUKA,26-06-20,X10038,45.61924378,8.756970445,0.0,,-1.650418602,0.329496759,4.7e-05,8.25e-05,,16690.01906,9.0
ID_6AD3TY,26-06-20,X10167,45.01687782,11.07609463,0.0,310.04,-2.160868406,0.0,5.24e-05,7.94e-05,2.7e-05,16717.14918,10.83333333
ID_TLFR87,26-06-20,X12017,45.15046887,9.930596472,0.0,309.9,-2.420773745,0.0,5.17e-05,0.000109,5.69e-05,16725.9856,10.075
ID_FT39P8,26-06-20,X20034,45.10276628,8.904174528,0.0,,-2.823270798,0.074523076,4.94e-05,9.37e-05,4.43e-05,16713.84553,14.375
ID_PS2VQ1,26-06-20,X5520,45.52655087,8.736496578,0.0,307.32,-2.86204958,0.146473899,4.68e-05,8.37e-05,,16696.20137,9.4
ID_YX3QWZ,26-06-20,X5548,45.2819562,8.988562727,0.0,304.62,-2.778503656,0.021664333,4.89e-05,8.52e-05,3.63e-05,16713.65839,13.825
ID_NIRROY,26-06-20,X5554,45.54851736,8.847321929,0.0,310.54,-2.826227919,0.113230436,4.74e-05,9.25e-05,4.6e-05,16698.61691,10.5
ID_1W94QM,26-06-20,X5950,45.27848755,10.00620239,11.3631649,306.58,-2.581325769,0.0,5.11e-05,9.23e-05,4.12e-05,16727.28352,8.325
ID_UED99V,26-06-20,X6685,45.1946761,9.164638301,0.0,314.12,-2.602070808,0.026902011,5.02e-05,0.000105,5.44e-05,16720.69541,14.7
ID_8Y0AQ7,26-06-20,X6871,45.14526013,10.80332595,4.860553741,310.62,-2.114100695,0.0,5.17e-05,0.000111,5.93e-05,16722.21312,13.85
ID_TJMIKY,26-06-20,X9802,45.16056833,10.79556411,0.0,308.58,-2.185950233,0.0,5.15e-05,0.000107,5.59e-05,16723.16258,16.6
ID_KL3T0B,26-06-20,X9928,45.14254063,10.04383616,0.0,311.16,-2.415349624,0.0,5.17e-05,9.46e-05,4.28e-05,16724.53787,11.25
ID_UV7GN6,27-06-20,PD04,45.37100479,11.84082978,0.0,,-1.364410863,0.14750224,5.26e-05,9.09e-05,3.84e-05,16723.37931,18.0
ID_XXAWD3,27-06-20,RO02,45.10407489,11.55324086,0.0,316.08,-1.881714404,0.013859896,5.27e-05,0.000102,4.92e-05,16720.0464,10.0
ID_TV3TDY,27-06-20,TV01,45.88973369,12.30712448,0.0,313.94,-2.812535636,0.092561083,5.17e-05,7.62e-05,2.45e-05,16698.01631,8.0
ID_AK9UWZ,27-06-20,TV02,45.67172072,12.23780698,0.0,,-1.062692851,0.258756123,5.33e-05,8.08e-05,,16713.45261,17.0
ID_O3UFUC,27-06-20,VE01,45.6290925,12.59068235,0.0,,-2.253671646,0.0,5.29e-05,8.47e-05,3.17e-05,16709.77808,14.0
ID_HAK1UW,27-06-20,VR02,45.18262647,11.31051146,0.0,312.5,-1.740889926,0.050710807,5.18e-05,9.31e-05,4.13e-05,16723.40796,15.0
ID_YWT186,27-06-20,X10038,45.61924378,8.756970445,0.0,302.0,-1.65471071,0.224587679,4.94e-05,8.36e-05,,16686.85489,5.425
ID_6G7Y3Q,27-06-20,X10167,45.01687782,11.07609463,0.0,309.58,-1.870045441,0.027707409,5.22e-05,9.2e-05,3.99e-05,16716.19867,10.83333333
ID_8EX1KT,27-06-20,X12017,45.15046887,9.930596472,0.0,311.58,-1.784337103,0.049792273,5.18e-05,9.77e-05,4.59e-05,16724.44852,11.275
ID_CUQ1SV,27-06-20,X20034,45.10276628,8.904174528,0.0,308.38,-1.808533228,0.007833359,5.18e-05,9.71e-05,4.52e-05,16712.18398,7.2
ID_FLH8EZ,27-06-20,X5520,45.52655087,8.736496578,0.0,309.98,-1.897350848,0.156684261,4.92e-05,8.13e-05,3.2e-05,16696.93306,5.3
ID_YA8LHT,27-06-20,X5548,45.2819562,8.988562727,0.0,,-1.943908274,0.037292941,5.12e-05,8.89e-05,3.77e-05,16713.32625,12.3
ID_6WGT2R,27-06-20,X5554,45.54851736,8.847321929,0.0,309.78,-1.724517932,0.200904059,4.94e-05,8.56e-05,2.92e-05,16694.82024,6.65
ID_E0WX0O,27-06-20,X5950,45.27848755,10.00620239,0.0,307.62,-2.030593216,0.033195877,5.11e-05,9.15e-05,4.03e-05,16725.83369,9.425
ID_V8Y06G,27-06-20,X6685,45.1946761,9.164638301,0.0,310.94,-1.875291997,0.002294518,5.2e-05,8.81e-05,3.61e-05,16718.88346,14.6
ID_6K0PLL,27-06-20,X6871,45.14526013,10.80332595,0.0,310.06,-1.821187854,0.005171779,5.1e-05,0.000101,5.01e-05,16720.45813,11.65
ID_XOUGNY,27-06-20,X9802,45.16056833,10.79556411,0.0,309.38,-1.844190896,0.005171779,5.09e-05,0.000103,5.17e-05,16721.33653,15.8
ID_CW52UH,27-06-20,X9928,45.14254063,10.04383616,0.0,310.84,-1.804872096,0.03807648,5.16e-05,9.86e-05,4.7e-05,16723.56219,13.975
ID_7CDQCV,28-06-20,PD04,45.37100479,11.84082978,0.0,312.22,-1.188877621,0.197286674,5.67e-05,8.37e-05,2.79e-05,14434.57571,15.0
ID_YEQTCT,28-06-20,RO02,45.10407489,11.55324086,0.0,309.66,-1.983944774,0.016986371,5.64e-05,9.85e-05,4.21e-05,14433.13467,11.0
ID_K9325F,28-06-20,TV01,45.88973369,12.30712448,5.685241699,,-1.902372826,0.201077625,5.69e-05,7.96e-05,1.78e-05,15564.46627,6.0
ID_204O86,28-06-20,TV02,45.67172072,12.23780698,0.0,,-1.236120403,0.275119282,5.73e-05,8.17e-05,,15572.18941,14.0
ID_9PIZ5U,28-06-20,VE01,45.6290925,12.59068235,0.0,309.6,-1.876291894,0.042928231,5.79e-05,8.16e-05,2.37e-05,15568.34007,12.0
ID_7L5265,28-06-20,VR02,45.18262647,11.31051146,0.0,310.78,-1.848262562,0.055151917,5.65e-05,9.85e-05,4.2e-05,14434.87157,18.0
ID_SDV104,28-06-20,X10038,45.61924378,8.756970445,0.0,306.54,-1.82595551,0.030452038,5.07e-05,9.05e-05,3.98e-05,14419.01956,4.2
ID_46JJJK,28-06-20,X10167,45.01687782,11.07609463,0.0,308.08,-1.906727504,0.033188683,5.68e-05,0.0001,4.35e-05,14431.60442,12.675
ID_PBBJQS,28-06-20,X12017,45.15046887,9.930596472,0.0,310.96,-1.769091368,0.0,5.69e-05,9.34e-05,3.64e-05,14434.85607,6.35
ID_H39ARZ,28-06-20,X20034,45.10276628,8.904174528,0.0,306.18,-1.739649832,0.0,5.45e-05,8.99e-05,3.54e-05,14430.24748,7.4
ID_8P5V60,28-06-20,X5520,45.52655087,8.736496578,0.0,309.52,-1.811688116,0.018868063,5.11e-05,9.73e-05,4.62e-05,14422.31876,4.65
ID_ZKIQ3C,28-06-20,X5548,45.2819562,8.988562727,0.0,306.0,-1.818464458,0.0,5.38e-05,8.96e-05,3.57e-05,14429.86119,10.4
ID_C9HL9E,28-06-20,X5554,45.54851736,8.847321929,0.0,312.06,-1.775414646,0.020530389,5.15e-05,0.000103,5.17e-05,14422.91765,7.05
ID_N3F0Z1,28-06-20,X5950,45.27848755,10.00620239,0.0,306.74,-1.809111972,0.0,5.68e-05,8.94e-05,3.25e-05,14435.2907,9.375
ID_KC038F,28-06-20,X6685,45.1946761,9.164638301,0.0,310.9,-1.76297316,0.0,5.52e-05,8.97e-05,3.45e-05,14432.37467,11.525
ID_SBDEBX,28-06-20,X6871,45.14526013,10.80332595,0.0,305.42,-1.829700887,0.004870698,5.68e-05,0.000104,4.71e-05,14433.61823,11.8
ID_QMVC2V,28-06-20,X9802,45.16056833,10.79556411,0.0,307.16,-1.829700887,0.004870698,5.68e-05,0.000104,4.71e-05,14433.61823,15.225
ID_FCC5MN,28-06-20,X9928,45.14254063,10.04383616,0.0,310.58,-1.7623927,0.0,5.7e-05,9.09e-05,3.4e-05,14434.53161,8.05
ID_R2SR5F,29-06-20,PD04,45.37100479,11.84082978,0.0,308.72,-1.887015929,0.048308482,5.5e-05,9.42e-05,3.92e-05,13059.08635,13.0
ID_ZT85IV,29-06-20,RO02,45.10407489,11.55324086,0.0,309.26,-1.756964643,0.0,5.52e-05,9.34e-05,3.82e-05,13058.40955,11.0
ID_JP3FKI,29-06-20,TV01,45.88973369,12.30712448,0.0,,-2.418143988,0.566837788,5.3e-05,9.05e-05,,13053.67662,8.0
ID_G5RMLP,29-06-20,TV02,45.67172072,12.23780698,0.0,,-2.383574247,0.147764634,5.44e-05,9.28e-05,4.9e-05,13056.82482,11.0
ID_9RU751,29-06-20,VE01,45.6290925,12.59068235,0.0,311.3,-2.255924043,0.105472688,5.5e-05,8.19e-05,2.69e-05,13055.79504,14.0
ID_SGDXJU,29-06-20,VR02,45.18262647,11.31051146,0.0,308.24,-1.694126092,0.02470333,5.52e-05,9.25e-05,3.73e-05,13059.16394,16.0
ID_UXK9ID,29-06-20,X10038,45.61924378,8.756970445,0.0,302.7,-1.703351736,0.032026682,5.27e-05,9.35e-05,4.08e-05,13051.00102,8.3
ID_5VJGL6,29-06-20,X10167,45.01687782,11.07609463,0.0,307.04,-1.516032338,0.001818356,5.6e-05,0.000109,5.35e-05,13057.34389,6.1
ID_5YZX84,29-06-20,X12017,45.15046887,9.930596472,0.0,307.8,-1.621027589,0.0,5.66e-05,9.56e-05,3.9e-05,13059.67098,7.675
ID_8NXYII,29-06-20,X20034,45.10276628,8.904174528,0.0,302.16,-1.588928063,0.0,5.47e-05,0.000108,5.37e-05,13056.77813,6.975
ID_3YCV7W,29-06-20,X5520,45.52655087,8.736496578,0.0,307.34,-1.790809222,0.002742423,5.26e-05,0.000108,5.51e-05,13052.98354,6.075
ID_33TI91,29-06-20,X5548,45.2819562,8.988562727,0.0,304.62,-1.65031302,0.0,5.45e-05,9.95e-05,4.5e-05,13056.69959,8.875
ID_ANEXJ0,29-06-20,X5554,45.54851736,8.847321929,0.0,306.4,-1.636869034,0.026507482,5.31e-05,0.000106,5.25e-05,13052.3284,6.25
ID_3STQ3M,29-06-20,X5950,45.27848755,10.00620239,0.0,303.84,-1.664252162,0.0,5.65e-05,8.99e-05,3.34e-05,13059.71462,7.75
ID_K3D80F,29-06-20,X6685,45.1946761,9.164638301,0.0,307.46,-1.473384488,0.0,5.54e-05,0.000103,4.8e-05,13058.2397,11.35
ID_40REEO,29-06-20,X6871,45.14526013,10.80332595,0.0,306.86,-1.392566681,0.0,5.61e-05,9.57e-05,3.96e-05,13058.43317,13.475
ID_YYZP5G,29-06-20,X9802,45.16056833,10.79556411,0.0,305.56,-1.405264974,0.0,5.61e-05,9.05e-05,3.44e-05,13058.84774,16.85
ID_G7HGMZ,29-06-20,X9928,45.14254063,10.04383616,0.0,309.02,-1.514986457,0.0,5.65e-05,0.0001,4.37e-05,13059.21598,12.825
ID_0440HM,30-06-20,PD04,45.37100479,11.84082978,0.0,,-1.587227345,0.19490698,5.41e-05,8.68e-05,,13059.92617,12.0
ID_2KNU93,30-06-20,RO02,45.10407489,11.55324086,0.0,311.48,-1.870668136,0.128969372,5.33e-05,8.9e-05,3.35e-05,13059.0885,8.0
ID_F9OOS9,30-06-20,TV01,45.88973369,12.30712448,0.0,,-1.300262121,0.298150653,5.43e-05,9.48e-05,,13054.68929,8.0
ID_GN0SSI,30-06-20,TV02,45.67172072,12.23780698,0.0,314.96,-1.846436532,0.072502121,5.53e-05,9.39e-05,3.87e-05,13057.47084,12.0
ID_OCGQKU,30-06-20,VE01,45.6290925,12.59068235,0.0,317.26,-1.550954223,0.0,5.67e-05,9.38e-05,3.71e-05,13056.438,11.0
ID_1JQIIU,30-06-20,VR02,45.18262647,11.31051146,0.0,307.74,-1.498622537,0.225431472,5.3e-05,9.17e-05,,13059.92666,8.0
ID_J316ZJ,30-06-20,X10038,45.61924378,8.756970445,0.0,304.78,-2.489213467,0.126042902,5.05e-05,0.000107,5.63e-05,13051.11119,14.375
ID_PPT51I,30-06-20,X10167,45.01687782,11.07609463,0.0,315.82,-1.072670221,0.308591872,5.38e-05,8.59e-05,,13057.95386,9.275
ID_K0LU57,30-06-20,X12017,45.15046887,9.930596472,0.0,307.26,-2.467931509,0.015266581,5.33e-05,0.000114,6.09e-05,13060.04237,6.9
ID_OQWIZ0,30-06-20,X20034,45.10276628,8.904174528,0.0,312.32,-2.386008343,0.009759737,5.27e-05,0.000102,4.98e-05,13057.49831,9.7
ID_CQD9EH,30-06-20,X5520,45.52655087,8.736496578,0.0,305.46,-2.372608459,0.135902013,5.02e-05,9.73e-05,4.8e-05,13053.36381,15.15
ID_KJBSZR,30-06-20,X5548,45.2819562,8.988562727,0.0,,-2.462318317,0.047315162,5.19e-05,9.98e-05,4.79e-05,13057.41988,10.9
ID_ZV95WX,30-06-20,X5554,45.54851736,8.847321929,0.0,317.96,-2.365360975,0.145267516,5.05e-05,9.55e-05,,13053.21267,10.8
ID_KRSNV2,30-06-20,X5950,45.27848755,10.00620239,0.0,305.98,-2.562505007,0.012206815,5.3e-05,9.13e-05,3.83e-05,13060.31084,7.4
ID_RXI0VK,30-06-20,X6685,45.1946761,9.164638301,0.0,313.06,-2.104057789,0.097763166,5.25e-05,8.65e-05,3.39e-05,13058.75413,13.925
ID_B2U2GF,30-06-20,X6871,45.14526013,10.80332595,0.0,309.92,-1.650087497,0.081794303,5.35e-05,9.18e-05,3.83e-05,13059.324,11.925
ID_FFP1F8,30-06-20,X9802,45.16056833,10.79556411,0.0,306.94,-1.676965063,0.078244426,5.35e-05,9.25e-05,3.9e-05,13059.31268,14.8
ID_GJ903P,30-06-20,X9928,45.14254063,10.04383616,0.0,314.88,-1.475945354,0.186759576,5.35e-05,8.67e-05,,13059.73935,8.175
ID_DMDF8I,1/7/20,PD04,45.37100479,11.84082978,0.0,319.58,-2.194751727,0.010310374,5.23e-05,9.66e-05,4.43e-05,14432.31553,17.0
ID_C7RERC,1/7/20,RO02,45.10407489,11.55324086,0.0,313.3,-2.375447264,0.05966451,5.22e-05,7.52e-05,2.3e-05,14431.31472,9.0
ID_Y52XKI,1/7/20,TV01,45.88973369,12.30712448,20.95251083,,-1.77709934,0.682873414,5.34e-05,0.000104,,14423.76313,11.0
ID_XO565N,1/7/20,TV02,45.67172072,12.23780698,7.789367676,,-2.073055952,0.291637704,5.35e-05,8.84e-05,,14428.10937,16.0
ID_W6465J,1/7/20,VE01,45.6290925,12.59068235,8.292759895,317.66,-1.955485702,0.0,5.49e-05,9.28e-05,3.79e-05,14426.08321,17.0
ID_FQC8AW,1/7/20,VR02,45.18262647,11.31051146,0.0,310.12,-1.935215831,0.338601172,5.17e-05,7.88e-05,,14432.51009,10.0
ID_CV9M24,1/7/20,X10038,45.61924378,8.756970445,13.51545334,308.22,-2.221091139,0.020287139,5.07e-05,9.15e-05,4.08e-05,14417.32267,12.2
ID_77J9JF,1/7/20,X10167,45.01687782,11.07609463,0.0,314.68,-2.597420454,0.078385539,5.27e-05,9.08e-05,3.81e-05,14429.20346,9.6
ID_JXV532,1/7/20,X12017,45.15046887,9.930596472,0.0,,-0.718343196,0.416804021,5.32e-05,9.23e-05,,14433.37062,11.25
ID_DEMKQX,1/7/20,X20034,45.10276628,8.904174528,0.0,304.42,-2.694694281,0.047529683,5.32e-05,0.000117,6.35e-05,14428.19609,8.75
ID_UWGD4Q,1/7/20,X5520,45.52655087,8.736496578,11.15761375,310.36,-2.369545698,0.031450607,5.06e-05,9e-05,3.94e-05,14420.11901,6.4
ID_KEJFZW,1/7/20,X5548,45.2819562,8.988562727,0.0,,-1.826283336,0.126564279,5.24e-05,8.18e-05,2.94e-05,14427.81186,11.55
ID_EM1MCQ,1/7/20,X5950,45.27848755,10.00620239,0.0,306.06,-3.002970516,0.048815709,5.27e-05,0.000114,6.08e-05,14433.52447,10.65
ID_BLPFBI,1/7/20,X6685,45.1946761,9.164638301,0.0,310.32,-2.439407825,0.009838301,5.33e-05,0.000103,4.92e-05,14431.17983,9.675
ID_3C2S01,1/7/20,X6871,45.14526013,10.80332595,0.0,,-1.32933116,0.55084902,5.21e-05,0.000112,,14431.43671,12.175
ID_YYRE1E,1/7/20,X9802,45.16056833,10.79556411,0.0,,-1.504943047,0.541454333,5.21e-05,0.000109,,14431.52227,14.1
ID_YYSKYS,1/7/20,X9928,45.14254063,10.04383616,9.339012146,308.72,-3.006747961,0.028881064,5.3e-05,0.000114,6.07e-05,14432.69588,13.225
ID_YLKHVV,2/7/20,PD04,45.37100479,11.84082978,21.5256691,312.04,-1.958793163,0.03736626,5.25e-05,8.8e-05,3.55e-05,11207.85104,15.0
ID_ZKEGN1,2/7/20,RO02,45.10407489,11.55324086,0.0,306.0,-2.152394056,0.032146454,5.32e-05,9.17e-05,3.85e-05,11207.61529,8.0
ID_N9XFUJ,2/7/20,TV01,45.88973369,12.30712448,0.0,310.12,-2.034657525,0.014854671,5.03e-05,9.59e-05,4.57e-05,11206.07523,10.0
ID_QJ5S7U,2/7/20,TV02,45.67172072,12.23780698,7.789367676,310.2,-1.779174722,0.017299246,5.17e-05,9.94e-05,4.78e-05,11207.10555,18.0
ID_5LL1M7,2/7/20,VE01,45.6290925,12.59068235,4.146379948,312.98,-2.347162834,0.0,5.25e-05,8.42e-05,3.16e-05,11206.80703,15.0
ID_G30UAF,2/7/20,VR02,45.18262647,11.31051146,22.21917725,309.58,-2.140541718,0.041763632,5.3e-05,8.96e-05,3.65e-05,11207.89501,8.0
ID_HGF3R5,2/7/20,X10038,45.61924378,8.756970445,0.0,309.14,-1.657042489,0.0,5.16e-05,8.55e-05,3.4e-05,11205.13891,7.1
ID_F4LMU7,2/7/20,X10167,45.01687782,11.07609463,0.0,309.3,-2.118056198,0.0,5.39e-05,9.65e-05,4.25e-05,10610.08286,9.6
ID_G2PIVA,2/7/20,X12017,45.15046887,9.930596472,18.34529686,306.14,-1.693945408,0.0,5.54e-05,0.00011,5.42e-05,11207.89415,8.975
ID_MR5NS9,2/7/20,X20034,45.10276628,8.904174528,9.297002792,306.66,-1.699134707,0.018625213,5.4e-05,9.95e-05,4.55e-05,11207.05566,8.025
ID_YHGDAA,2/7/20,X5520,45.52655087,8.736496578,0.0,306.72,-1.863626409,0.0,5.15e-05,8.09e-05,2.94e-05,11205.60672,6.825
ID_C02ANP,2/7/20,X5548,45.2819562,8.988562727,17.29252243,304.0,-1.861176261,0.000412,5.34e-05,9.17e-05,3.83e-05,11206.91739,11.2
ID_4DU708,2/7/20,X5554,45.54851736,8.847321929,0.0,312.3,-1.826642222,0.050082252,5.21e-05,0.000102,4.98e-05,11205.80937,8.825
ID_VQDPSS,2/7/20,X5950,45.27848755,10.00620239,30.6935463,307.28,-1.899430096,0.0,5.53e-05,9.29e-05,3.76e-05,11207.93704,7.9
ID_P2YWHN,2/7/20,X6685,45.1946761,9.164638301,9.78778553,311.14,-1.737360775,0.0,5.43e-05,8.71e-05,3.28e-05,11207.4882,15.175
ID_9OJHGC,2/7/20,X6871,45.14526013,10.80332595,15.0989399,310.42,-1.842115191,0.0,5.4e-05,0.000102,4.82e-05,11207.6627,11.3
ID_GJT5DE,2/7/20,X9802,45.16056833,10.79556411,18.05729675,314.76,-1.837461352,0.0,5.4e-05,9.86e-05,4.46e-05,11207.69799,11.6
ID_SBZ0KH,2/7/20,X9928,45.14254063,10.04383616,9.339012146,311.56,-1.699276786,0.00446775,5.55e-05,0.000109,5.35e-05,11207.78611,14.725
ID_J2465V,3/7/20,PD04,45.37100479,11.84082978,0.0,309.78,-1.481190908,0.012741546,5.45e-05,0.000101,4.64e-05,14433.79359,16.0
ID_AS5IYZ,3/7/20,RO02,45.10407489,11.55324086,24.57017517,303.82,-1.342151821,0.0,5.4e-05,8.58e-05,1.9e-05,14432.06955,6.0
ID_UL0YDP,3/7/20,TV01,45.88973369,12.30712448,0.0,309.86,-1.935480182,0.263890679,5.38e-05,8.87e-05,3.03e-05,14423.49406,9.0
ID_CYC8M6,3/7/20,TV02,45.67172072,12.23780698,0.0,311.76,-1.527309597,0.136341725,5.44e-05,7.95e-05,2.62e-05,14429.18882,14.0
ID_9HPWDP,3/7/20,VE01,45.6290925,12.59068235,0.0,,-2.094575494,0.016328888,5.47e-05,8.38e-05,2.91e-05,14427.08956,12.0
ID_1X9SDC,3/7/20,VR02,45.18262647,11.31051146,0.0,304.48,-1.740113142,0.216607073,5.41e-05,8.46e-05,3.54e-05,14434.0825,7.0
ID_LOKP53,3/7/20,X10038,45.61924378,8.756970445,9.010302544,306.4,-1.302590609,0.310089972,5.16e-05,8.92e-05,4.42e-05,16685.88177,5.15
ID_BNSCF7,3/7/20,X10167,45.01687782,11.07609463,0.0,307.02,-1.678193296,0.433762267,5.38e-05,8.99e-05,3.59e-05,13195.01433,10.26666667
ID_43COHS,3/7/20,X12017,45.15046887,9.930596472,18.34529686,301.0,-1.262318167,0.401685401,5.45e-05,0.000114,3.93e-05,16721.85333,7.925
ID_Z32926,3/7/20,X20034,45.10276628,8.904174528,18.59400558,,-1.890049757,0.192513805,5.33e-05,8.85e-05,3.3e-05,16710.33334,11.85
ID_32GTEX,3/7/20,X5520,45.52655087,8.736496578,7.438409805,308.98,-2.412625313,0.061825506,5.16e-05,9.4e-05,4.25e-05,16693.26984,9.3
ID_YEF43P,3/7/20,X5548,45.2819562,8.988562727,17.29252243,301.2,-2.032031655,0.040355274,5.3e-05,8.96e-05,3.66e-05,16709.86234,8.875
ID_9KYQEG,3/7/20,X5554,45.54851736,8.847321929,16.41104317,,-2.165860624,0.105586394,5.2e-05,9.66e-05,4.56e-05,16694.22847,8.125
ID_OY2S9F,3/7/20,X5950,45.27848755,10.00620239,0.0,305.54,-1.592955828,0.170447052,5.44e-05,0.000134,4.42e-05,15578.99677,9.2
ID_IU4PFU,3/7/20,X6685,45.1946761,9.164638301,19.57557106,311.26,-2.062184334,0.030343081,5.34e-05,9.04e-05,3.7e-05,16715.93593,16.4
ID_UMYUPY,3/7/20,X6871,45.14526013,10.80332595,0.0,314.0,-1.57544804,0.505264918,5.45e-05,8.17e-05,2.79e-05,15575.42616,12.2
ID_HDDAHN,3/7/20,X9802,45.16056833,10.79556411,0.0,309.1,-1.574187905,0.504083832,5.45e-05,8.02e-05,2.79e-05,15575.76902,13.175
ID_3AHYHU,3/7/20,X9928,45.14254063,10.04383616,9.339012146,,-1.545013847,0.516019198,5.44e-05,0.000117,5.85e-05,15577.08798,11.4
ID_JQAR4I,4/7/20,PD04,45.37100479,11.84082978,0.0,310.32,-1.609337449,0.0,5.97e-05,9.24e-05,3.27e-05,16725.2201,17.0
ID_P1PMBP,4/7/20,RO02,45.10407489,11.55324086,0.0,304.52,-1.569922864,0.0,5.92e-05,8.14e-05,2.22e-05,16722.54005,8.0
ID_7NO7Q6,4/7/20,TV01,45.88973369,12.30712448,0.0,311.64,-2.146492243,0.117088651,6.11e-05,7.4e-05,2.17e-05,16703.27676,8.0
ID_UNFURK,4/7/20,TV02,45.67172072,12.23780698,0.0,310.7,-1.956965625,0.040061235,6.09e-05,8.41e-05,2.32e-05,16715.54831,15.0
ID_78SHX7,4/7/20,VE01,45.6290925,12.59068235,0.0,305.08,-1.371093556,0.069909526,6.15e-05,8.17e-05,2.03e-05,16710.63333,14.0
ID_25Y929,4/7/20,VR02,45.18262647,11.31051146,0.0,305.26,-1.683379403,0.003891686,5.91e-05,8.67e-05,2.76e-05,16726.21754,9.0
